SurveyID,ParticipantID,EventID,EventDateTimeStart,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyRecommendationID,SurveyOverallScore,SurveyComments,SurveySubmissionDate
77,58,10,2022-02-15 10:00:00,4,4,5,5,2,4.5,"It boosted my confidence more than I expected, the sketch warmups during Monthly Art Studio Workshop really clicked for me; I'd definitely recommend this to a friend. Surprisingly, the mixed-media project during Monthly Art Studio Workshop really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend. At first, the watercolor session during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions!",2022-02-16 15:09:00
78,58,5,2025-06-12 10:00:00,3,4,5,4,1,4,"If I'm being honest, the hands-on segment tied everything together, the mixed-media project during Intro to Painting Class really clicked for me. At first, there were concrete examples I can reuse at school, the mixed-media project during Intro to Painting Class really clicked for me.",2025-06-14 05:21:00
79,58,5,2023-06-29 10:00:00,4,4,4,4,1,4,"The mixed-media project during Intro to Painting Class really clicked for me, I left with actionable next steps. The organizers ran things smoothly even with a big crowd, the mixed-media project during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. I didn't expect this, but, the sketch warmups during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time).",2023-06-30 08:26:00
80,58,5,2024-03-28 10:00:00,4,4,4,5,2,4.25,"The gallery walk during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school! Overall, the color theory lesson during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda. (wish there had been more time). Overall, the watercolor session during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions (wish there had been more time).",2024-03-29 10:27:00
81,58,1,2024-07-21 10:00:00,5,3,4,4,1,4,"The networking breakouts during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I might recommend it depending on the topic! By the end, it boosted my confidence more than I expected, the mentor roundtable during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. By the end, I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me — especially for beginners. The organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me — next time I'd bring a friend.",2024-07-22 02:14:00
82,59,5,2023-11-02 10:00:00,4,4,5,4,1,4.25,"The sketch warmups during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects — especially for beginners. From my perspective, the hands-on segment tied everything together, the sketch warmups during Intro to Painting Class really clicked for me.",2023-11-02 23:00:00
83,60,1,2025-01-26 10:00:00,4,5,5,5,2,4.75,"By the end, the mentors were down-to-earth and answered real questions, the goal-setting exercise during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. The pacing made complex ideas feel doable, the networking breakouts during Mentor Office Hours really clicked for me. The panel Q&A during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school.",2025-01-26 13:01:00
84,60,1,2022-05-01 10:00:00,4,4,5,5,2,4.5,"The panel Q&A during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. If I'm being honest, the hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me.",2022-05-01 14:15:00
85,61,3,2025-02-04 10:00:00,4,5,5,5,2,4.75,"The networking breakouts during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend. The hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me (snacks were a plus).",2025-02-06 05:27:00
86,62,5,2025-08-14 10:00:00,4,3,4,4,1,3.75,"Some sections moved quickly but were still useful, and the gallery walk was helpful during Intro to Painting Class.",2025-08-15 20:06:00
87,64,2,2025-08-23 10:00:00,5,5,4,5,2,4.75,"The web dev sprint during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected. The mentors were down-to-earth and answered real questions, the coding challenges during Robotics Lab Saturday really clicked for me.",2025-08-25 05:17:00
88,65,3,2022-11-01 10:00:00,4,4,4,5,2,4.25,"To be fair, I met people who want to collaborate on projects, the networking breakouts during Girls in STEAM Mentoring really clicked for me. I left with actionable next steps, the panel Q&A during Girls in STEAM Mentoring really clicked for me — next time I'd bring a friend!",2022-11-02 20:02:00
89,66,6,2022-10-12 10:00:00,4,4,4,4,1,4,"Surprisingly, the robot build during Data Science Study Group really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic. (snacks were a plus). I left with actionable next steps, the coding challenges during Data Science Study Group really clicked for me. The mentors were down-to-earth and answered real questions, the coding challenges during Data Science Study Group really clicked for me; It was useful overall.",2022-10-13 21:05:00
90,66,3,2025-08-05 10:00:00,5,5,5,5,2,5,"The networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time. Honestly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning. Surprisingly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I'd definitely recommend this to a friend.",2025-08-06 05:24:00
91,67,6,2022-03-16 10:00:00,5,5,5,5,2,5,"It boosted my confidence more than I expected, the web dev sprint during Data Science Study Group really clicked for me. The hands-on segment tied everything together, the robot build during Data Science Study Group really clicked for me; I'd definitely recommend this to a friend. (wish there had been more time)! Overall, there were concrete examples I can reuse at school, the coding challenges during Data Science Study Group really clicked for me.",2022-03-16 19:08:00
92,68,1,2025-09-21 10:00:00,4,5,4,4,1,4.25,"The resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps.",2025-09-21 23:27:00
93,69,1,2022-02-27 10:00:00,4,2,4,5,2,3.75,"At first, some sections moved quickly but were still useful, and the goal-setting exercise was helpful during Mentor Office Hours. By the end, slides were dense, though the discussion helped, and the goal-setting exercise was helpful during Mentor Office Hours. I'm curious to see how the next session improves. — next time I'd bring a friend.",2022-03-01 03:04:00
94,70,1,2025-07-27 10:00:00,5,5,4,5,2,4.75,"The panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected. The panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected — which surprised me in a good way. The resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; This was absolutely worth the time! The networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning.",2025-07-28 12:20:00
95,71,3,2023-02-28 10:00:00,5,5,4,5,2,4.75,"From my perspective, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps (wish there had been more time). The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps.",2023-03-01 11:04:00
96,72,5,2023-09-28 10:00:00,4,4,5,5,2,4.5,"The watercolor session during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; I'd come again and bring a classmate next time. Honestly, the watercolor session during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects! To be fair, the sketch warmups during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected; I'd come again and bring a classmate next time. (wish there had been more time).",2023-09-29 18:19:00
