EventDetailsID,EventID,EventDateTimeStart,EventLocation,EventDateTimeEnd,EventCapacity,EventRegistrationDeadline
1053,6,2021-12-11 10:00:00,Art Studio 2,2021-12-11 12:00:00,100,2021-12-04 10:00:00
1054,6,2021-12-25 10:00:00,Virtual Zoom,2021-12-25 12:00:00,100,2021-12-18 10:00:00
1055,6,2022-01-22 10:00:00,Community Center Room A,2022-01-22 12:00:00,100,2022-01-15 10:00:00
1056,6,2022-01-29 10:00:00,Art Studio 2,2022-01-29 12:00:00,100,2022-01-22 10:00:00
1057,6,2022-02-05 10:00:00,Ella Rises HQ,2022-02-05 12:00:00,100,2022-01-29 10:00:00
1058,6,2022-02-12 10:00:00,Community Center Room A,2022-02-12 12:00:00,100,2022-02-05 10:00:00
1059,6,2022-02-19 10:00:00,Ella Rises HQ,2022-02-19 12:00:00,100,2022-02-12 10:00:00
1060,6,2022-03-12 10:00:00,Community Center Room A,2022-03-12 12:00:00,100,2022-03-05 10:00:00
1061,6,2022-03-19 10:00:00,Art Studio 2,2022-03-19 12:00:00,100,2022-03-12 10:00:00
1062,6,2022-04-16 10:00:00,Local Library,2022-04-16 12:00:00,100,2022-04-09 10:00:00
1063,6,2022-05-28 10:00:00,Art Studio 2,2022-05-28 12:00:00,100,2022-05-21 10:00:00
1064,6,2022-06-25 10:00:00,Community Center Room A,2022-06-25 12:00:00,100,2022-06-18 10:00:00
1065,6,2022-07-02 10:00:00,Ella Rises HQ,2022-07-02 12:00:00,100,2022-06-25 10:00:00
1066,6,2022-07-09 10:00:00,Local Library,2022-07-09 12:00:00,100,2022-07-02 10:00:00
1067,6,2022-07-23 10:00:00,Community Center Room A,2022-07-23 12:00:00,100,2022-07-16 10:00:00
1068,6,2022-08-06 10:00:00,Virtual Zoom,2022-08-06 12:00:00,100,2022-07-30 10:00:00
1069,6,2022-08-20 10:00:00,Virtual Zoom,2022-08-20 12:00:00,100,2022-08-13 10:00:00
1070,6,2022-08-27 10:00:00,Virtual Zoom,2022-08-27 12:00:00,100,2022-08-20 10:00:00
1071,6,2022-09-17 10:00:00,Community Center Room A,2022-09-17 12:00:00,100,2022-09-10 10:00:00
1072,6,2022-10-01 10:00:00,Ella Rises HQ,2022-10-01 12:00:00,100,2022-09-24 10:00:00
1073,6,2022-10-29 10:00:00,Art Studio 2,2022-10-29 12:00:00,100,2022-10-22 10:00:00
1074,6,2022-11-05 10:00:00,Community Center Room A,2022-11-05 12:00:00,100,2022-10-29 10:00:00
1075,6,2022-12-03 10:00:00,Virtual Zoom,2022-12-03 12:00:00,100,2022-11-26 10:00:00
1076,6,2022-12-10 10:00:00,Art Studio 2,2022-12-10 12:00:00,100,2022-12-03 10:00:00
1077,6,2022-12-24 10:00:00,Art Studio 2,2022-12-24 12:00:00,100,2022-12-17 10:00:00
1078,6,2022-12-31 10:00:00,Local Library,2022-12-31 12:00:00,100,2022-12-24 10:00:00
1079,6,2023-01-07 10:00:00,Ella Rises HQ,2023-01-07 12:00:00,100,2022-12-31 10:00:00
1080,6,2023-03-25 10:00:00,Community Center Room A,2023-03-25 12:00:00,100,2023-03-18 10:00:00
1081,6,2023-05-06 10:00:00,Ella Rises HQ,2023-05-06 12:00:00,100,2023-04-29 10:00:00
1082,6,2023-05-13 10:00:00,Virtual Zoom,2023-05-13 12:00:00,100,2023-05-06 10:00:00
1083,6,2023-05-27 10:00:00,Local Library,2023-05-27 12:00:00,100,2023-05-20 10:00:00
1084,6,2023-06-10 10:00:00,Community Center Room A,2023-06-10 12:00:00,100,2023-06-03 10:00:00
1085,6,2023-08-26 10:00:00,Local Library,2023-08-26 12:00:00,100,2023-08-19 10:00:00
1086,6,2023-09-02 10:00:00,Local Library,2023-09-02 12:00:00,100,2023-08-26 10:00:00
1087,6,2023-12-09 10:00:00,Art Studio 2,2023-12-09 12:00:00,100,2023-12-02 10:00:00
1088,6,2024-01-06 10:00:00,Ella Rises HQ,2024-01-06 12:00:00,100,2023-12-30 10:00:00
1089,6,2024-01-13 10:00:00,Community Center Room A,2024-01-13 12:00:00,100,2024-01-06 10:00:00
1090,6,2024-01-27 10:00:00,Community Center Room A,2024-01-27 12:00:00,100,2024-01-20 10:00:00
1091,6,2024-02-10 10:00:00,Virtual Zoom,2024-02-10 12:00:00,100,2024-02-03 10:00:00
1092,6,2024-02-24 10:00:00,Local Library,2024-02-24 12:00:00,100,2024-02-17 10:00:00
1093,6,2024-03-16 10:00:00,Ella Rises HQ,2024-03-16 12:00:00,100,2024-03-09 10:00:00
1094,6,2024-04-13 10:00:00,Art Studio 2,2024-04-13 12:00:00,100,2024-04-06 10:00:00
1095,6,2024-06-08 10:00:00,Art Studio 2,2024-06-08 12:00:00,100,2024-06-01 10:00:00
1096,6,2024-07-27 10:00:00,Ella Rises HQ,2024-07-27 12:00:00,100,2024-07-20 10:00:00
1097,6,2024-09-14 10:00:00,Ella Rises HQ,2024-09-14 12:00:00,100,2024-09-07 10:00:00
1098,6,2024-09-21 10:00:00,Local Library,2024-09-21 12:00:00,100,2024-09-14 10:00:00
1099,6,2024-09-28 10:00:00,Local Library,2024-09-28 12:00:00,100,2024-09-21 10:00:00
1100,6,2024-10-05 10:00:00,Local Library,2024-10-05 12:00:00,100,2024-09-28 10:00:00
1101,6,2024-11-09 10:00:00,Local Library,2024-11-09 12:00:00,100,2024-11-02 10:00:00
1102,6,2024-11-23 10:00:00,Virtual Zoom,2024-11-23 12:00:00,100,2024-11-16 10:00:00
1103,6,2024-11-30 10:00:00,Ella Rises HQ,2024-11-30 12:00:00,100,2024-11-23 10:00:00
1104,6,2024-12-07 10:00:00,Community Center Room A,2024-12-07 12:00:00,100,2024-11-30 10:00:00
1105,6,2024-12-14 10:00:00,Local Library,2024-12-14 12:00:00,100,2024-12-07 10:00:00
1106,6,2024-12-28 10:00:00,Virtual Zoom,2024-12-28 12:00:00,100,2024-12-21 10:00:00
1107,6,2025-02-08 10:00:00,Local Library,2025-02-08 12:00:00,100,2025-02-01 10:00:00
1108,6,2025-02-22 10:00:00,Virtual Zoom,2025-02-22 12:00:00,100,2025-02-15 10:00:00
1109,6,2025-03-22 10:00:00,Ella Rises HQ,2025-03-22 12:00:00,100,2025-03-15 10:00:00
1110,6,2025-03-29 10:00:00,Ella Rises HQ,2025-03-29 12:00:00,100,2025-03-22 10:00:00
1111,6,2025-06-07 10:00:00,Ella Rises HQ,2025-06-07 12:00:00,100,2025-05-31 10:00:00
1112,6,2025-06-14 10:00:00,Local Library,2025-06-14 12:00:00,100,2025-06-07 10:00:00
1113,6,2025-07-05 10:00:00,Ella Rises HQ,2025-07-05 12:00:00,100,2025-06-28 10:00:00
1114,6,2025-07-26 10:00:00,Community Center Room A,2025-07-26 12:00:00,100,2025-07-19 10:00:00
1115,6,2025-09-06 10:00:00,Community Center Room A,2025-09-06 12:00:00,100,2025-08-30 10:00:00
1116,6,2025-09-13 10:00:00,Local Library,2025-09-13 12:00:00,100,2025-09-06 10:00:00
1117,6,2021-12-08 10:00:00,Virtual Zoom,2021-12-08 12:00:00,100,2021-12-01 10:00:00
1118,5,2021-12-29 10:00:00,Community Center Room A,2021-12-29 12:00:00,100,2021-12-22 10:00:00
1119,5,2022-01-05 10:00:00,Ella Rises HQ,2022-01-05 12:00:00,100,2021-12-29 10:00:00
1120,5,2022-01-19 10:00:00,Ella Rises HQ,2022-01-19 12:00:00,100,2022-01-12 10:00:00
1121,5,2022-02-23 10:00:00,Art Studio 2,2022-02-23 12:00:00,100,2022-02-16 10:00:00
1122,5,2022-03-23 10:00:00,Community Center Room A,2022-03-23 12:00:00,100,2022-03-16 10:00:00
1123,5,2022-04-20 10:00:00,Art Studio 2,2022-04-20 12:00:00,100,2022-04-13 10:00:00
1124,5,2022-04-27 10:00:00,Local Library,2022-04-27 12:00:00,100,2022-04-20 10:00:00
1125,5,2022-05-11 10:00:00,Art Studio 2,2022-05-11 12:00:00,100,2022-05-04 10:00:00
1126,5,2022-06-01 10:00:00,Art Studio 2,2022-06-01 12:00:00,100,2022-05-25 10:00:00
1127,5,2022-07-13 10:00:00,Virtual Zoom,2022-07-13 12:00:00,100,2022-07-06 10:00:00
1128,5,2022-07-20 10:00:00,Art Studio 2,2022-07-20 12:00:00,100,2022-07-13 10:00:00
1129,5,2022-07-27 10:00:00,Community Center Room A,2022-07-27 12:00:00,100,2022-07-20 10:00:00
1130,5,2022-08-10 10:00:00,Community Center Room A,2022-08-10 12:00:00,100,2022-08-03 10:00:00
1131,5,2022-08-31 10:00:00,Art Studio 2,2022-08-31 12:00:00,100,2022-08-24 10:00:00
1132,5,2022-09-07 10:00:00,Ella Rises HQ,2022-09-07 12:00:00,100,2022-08-31 10:00:00
1133,5,2022-09-28 10:00:00,Virtual Zoom,2022-09-28 12:00:00,100,2022-09-21 10:00:00
1134,5,2022-10-26 10:00:00,Community Center Room A,2022-10-26 12:00:00,100,2022-10-19 10:00:00
1135,5,2022-11-16 10:00:00,Ella Rises HQ,2022-11-16 12:00:00,100,2022-11-09 10:00:00
1136,5,2022-11-30 10:00:00,Ella Rises HQ,2022-11-30 12:00:00,100,2022-11-23 10:00:00
1137,5,2022-12-07 10:00:00,Art Studio 2,2022-12-07 12:00:00,100,2022-11-30 10:00:00
1138,5,2022-12-28 10:00:00,Art Studio 2,2022-12-28 12:00:00,100,2022-12-21 10:00:00
1139,5,2023-01-04 10:00:00,Art Studio 2,2023-01-04 12:00:00,100,2022-12-28 10:00:00
1140,5,2023-01-11 10:00:00,Ella Rises HQ,2023-01-11 12:00:00,100,2023-01-04 10:00:00
1141,5,2023-01-18 10:00:00,Art Studio 2,2023-01-18 12:00:00,100,2023-01-11 10:00:00
1142,5,2023-02-08 10:00:00,Community Center Room A,2023-02-08 12:00:00,100,2023-02-01 10:00:00
1143,5,2023-02-22 10:00:00,Virtual Zoom,2023-02-22 12:00:00,100,2023-02-15 10:00:00
1144,5,2023-03-08 10:00:00,Community Center Room A,2023-03-08 12:00:00,100,2023-03-01 10:00:00
1145,5,2023-03-15 10:00:00,Community Center Room A,2023-03-15 12:00:00,100,2023-03-08 10:00:00
1146,5,2023-04-12 10:00:00,Community Center Room A,2023-04-12 12:00:00,100,2023-04-05 10:00:00
1147,5,2023-05-10 10:00:00,Virtual Zoom,2023-05-10 12:00:00,100,2023-05-03 10:00:00
1148,5,2023-05-17 10:00:00,Ella Rises HQ,2023-05-17 12:00:00,100,2023-05-10 10:00:00
1149,5,2023-05-24 10:00:00,Community Center Room A,2023-05-24 12:00:00,100,2023-05-17 10:00:00
1150,5,2023-06-07 10:00:00,Art Studio 2,2023-06-07 12:00:00,100,2023-05-31 10:00:00
1151,5,2023-07-05 10:00:00,Art Studio 2,2023-07-05 12:00:00,100,2023-06-28 10:00:00
1152,5,2023-07-19 10:00:00,Ella Rises HQ,2023-07-19 12:00:00,100,2023-07-12 10:00:00
1153,5,2023-07-26 10:00:00,Community Center Room A,2023-07-26 12:00:00,100,2023-07-19 10:00:00
1154,5,2023-08-02 10:00:00,Virtual Zoom,2023-08-02 12:00:00,100,2023-07-26 10:00:00
1155,5,2023-09-06 10:00:00,Local Library,2023-09-06 12:00:00,100,2023-08-30 10:00:00
1156,5,2023-11-01 10:00:00,Ella Rises HQ,2023-11-01 12:00:00,100,2023-10-25 10:00:00
1157,5,2023-11-08 10:00:00,Local Library,2023-11-08 12:00:00,100,2023-11-01 10:00:00
1158,5,2023-11-15 10:00:00,Ella Rises HQ,2023-11-15 12:00:00,100,2023-11-08 10:00:00
1159,5,2023-11-29 10:00:00,Local Library,2023-11-29 12:00:00,100,2023-11-22 10:00:00
1160,5,2023-12-13 10:00:00,Virtual Zoom,2023-12-13 12:00:00,100,2023-12-06 10:00:00
1161,5,2024-01-24 10:00:00,Community Center Room A,2024-01-24 12:00:00,100,2024-01-17 10:00:00
1162,5,2024-02-07 10:00:00,Art Studio 2,2024-02-07 12:00:00,100,2024-01-31 10:00:00
1163,5,2024-02-21 10:00:00,Ella Rises HQ,2024-02-21 12:00:00,100,2024-02-14 10:00:00
1164,5,2024-03-13 10:00:00,Local Library,2024-03-13 12:00:00,100,2024-03-06 10:00:00
1165,5,2024-04-03 10:00:00,Art Studio 2,2024-04-03 12:00:00,100,2024-03-27 10:00:00
1166,5,2024-05-15 10:00:00,Community Center Room A,2024-05-15 12:00:00,100,2024-05-08 10:00:00
1167,5,2024-06-12 10:00:00,Ella Rises HQ,2024-06-12 12:00:00,100,2024-06-05 10:00:00
1168,5,2024-07-17 10:00:00,Virtual Zoom,2024-07-17 12:00:00,100,2024-07-10 10:00:00
1169,5,2024-07-31 10:00:00,Community Center Room A,2024-07-31 12:00:00,100,2024-07-24 10:00:00
1170,5,2024-08-28 10:00:00,Community Center Room A,2024-08-28 12:00:00,100,2024-08-21 10:00:00
1171,5,2024-10-09 10:00:00,Community Center Room A,2024-10-09 12:00:00,100,2024-10-02 10:00:00
1172,5,2024-10-23 10:00:00,Virtual Zoom,2024-10-23 12:00:00,100,2024-10-16 10:00:00
1173,5,2024-12-25 10:00:00,Virtual Zoom,2024-12-25 12:00:00,100,2024-12-18 10:00:00
1174,5,2025-01-01 10:00:00,Community Center Room A,2025-01-01 12:00:00,100,2024-12-25 10:00:00
1175,5,2025-01-08 10:00:00,Community Center Room A,2025-01-08 12:00:00,100,2025-01-01 10:00:00
1176,5,2025-02-19 10:00:00,Virtual Zoom,2025-02-19 12:00:00,100,2025-02-12 10:00:00
1177,5,2025-03-12 10:00:00,Local Library,2025-03-12 12:00:00,100,2025-03-05 10:00:00
1178,5,2025-03-19 10:00:00,Local Library,2025-03-19 12:00:00,100,2025-03-12 10:00:00
1179,5,2025-04-09 10:00:00,Art Studio 2,2025-04-09 12:00:00,100,2025-04-02 10:00:00
1180,5,2025-04-30 10:00:00,Art Studio 2,2025-04-30 12:00:00,100,2025-04-23 10:00:00
1181,5,2025-05-28 10:00:00,Local Library,2025-05-28 12:00:00,100,2025-05-21 10:00:00
1182,5,2025-07-02 10:00:00,Ella Rises HQ,2025-07-02 12:00:00,100,2025-06-25 10:00:00
1183,5,2025-07-30 10:00:00,Art Studio 2,2025-07-30 12:00:00,100,2025-07-23 10:00:00
1184,5,2025-08-06 10:00:00,Virtual Zoom,2025-08-06 12:00:00,100,2025-07-30 10:00:00
1185,5,2025-09-10 10:00:00,Art Studio 2,2025-09-10 12:00:00,100,2025-09-03 10:00:00
1186,5,2025-10-08 10:00:00,Ella Rises HQ,2025-10-08 12:00:00,100,2025-10-01 10:00:00
1187,5,2025-10-22 10:00:00,Virtual Zoom,2025-10-22 12:00:00,100,2025-10-15 10:00:00
1188,5,2025-11-05 10:00:00,Community Center Room A,2025-11-05 12:00:00,100,2025-10-29 10:00:00
1189,5,2021-11-25 10:00:00,Ella Rises HQ,2021-11-25 12:00:00,100,2021-11-18 10:00:00
1190,8,2021-12-09 10:00:00,Virtual Zoom,2021-12-09 12:00:00,100,2021-12-02 10:00:00
1191,8,2021-12-23 10:00:00,Community Center Room A,2021-12-23 12:00:00,100,2021-12-16 10:00:00
1192,8,2022-01-06 10:00:00,Ella Rises HQ,2022-01-06 12:00:00,100,2021-12-30 10:00:00
1193,8,2022-01-13 10:00:00,Ella Rises HQ,2022-01-13 12:00:00,100,2022-01-06 10:00:00
1194,8,2022-01-20 10:00:00,Virtual Zoom,2022-01-20 12:00:00,100,2022-01-13 10:00:00
1195,8,2022-02-10 10:00:00,Community Center Room A,2022-02-10 12:00:00,100,2022-02-03 10:00:00
1196,8,2022-04-07 10:00:00,Virtual Zoom,2022-04-07 12:00:00,100,2022-03-31 10:00:00
1197,8,2022-04-28 10:00:00,Art Studio 2,2022-04-28 12:00:00,100,2022-04-21 10:00:00
1198,8,2022-05-19 10:00:00,Art Studio 2,2022-05-19 12:00:00,100,2022-05-12 10:00:00
1199,8,2022-05-26 10:00:00,Virtual Zoom,2022-05-26 12:00:00,100,2022-05-19 10:00:00
1200,8,2022-06-02 10:00:00,Art Studio 2,2022-06-02 12:00:00,100,2022-05-26 10:00:00
1201,8,2022-07-14 10:00:00,Virtual Zoom,2022-07-14 12:00:00,100,2022-07-07 10:00:00
1202,8,2022-07-21 10:00:00,Community Center Room A,2022-07-21 12:00:00,100,2022-07-14 10:00:00
1203,8,2022-07-28 10:00:00,Community Center Room A,2022-07-28 12:00:00,100,2022-07-21 10:00:00
1204,8,2022-08-11 10:00:00,Local Library,2022-08-11 12:00:00,100,2022-08-04 10:00:00
1205,8,2022-09-08 10:00:00,Local Library,2022-09-08 12:00:00,100,2022-09-01 10:00:00
1206,8,2022-09-15 10:00:00,Ella Rises HQ,2022-09-15 12:00:00,100,2022-09-08 10:00:00
1207,8,2022-09-22 10:00:00,Ella Rises HQ,2022-09-22 12:00:00,100,2022-09-15 10:00:00
1208,8,2022-10-06 10:00:00,Community Center Room A,2022-10-06 12:00:00,100,2022-09-29 10:00:00
1209,8,2022-11-03 10:00:00,Local Library,2022-11-03 12:00:00,100,2022-10-27 10:00:00
1210,8,2022-11-17 10:00:00,Art Studio 2,2022-11-17 12:00:00,100,2022-11-10 10:00:00
1211,8,2022-12-01 10:00:00,Virtual Zoom,2022-12-01 12:00:00,100,2022-11-24 10:00:00
1212,8,2022-12-15 10:00:00,Art Studio 2,2022-12-15 12:00:00,100,2022-12-08 10:00:00
1213,8,2022-12-22 10:00:00,Ella Rises HQ,2022-12-22 12:00:00,100,2022-12-15 10:00:00
1214,8,2023-01-05 10:00:00,Virtual Zoom,2023-01-05 12:00:00,100,2022-12-29 10:00:00
1215,8,2023-02-02 10:00:00,Art Studio 2,2023-02-02 12:00:00,100,2023-01-26 10:00:00
1216,8,2023-02-09 10:00:00,Art Studio 2,2023-02-09 12:00:00,100,2023-02-02 10:00:00
1217,8,2023-02-16 10:00:00,Ella Rises HQ,2023-02-16 12:00:00,100,2023-02-09 10:00:00
1218,8,2023-04-06 10:00:00,Virtual Zoom,2023-04-06 12:00:00,100,2023-03-30 10:00:00
1219,8,2023-04-20 10:00:00,Virtual Zoom,2023-04-20 12:00:00,100,2023-04-13 10:00:00
1220,8,2023-04-27 10:00:00,Virtual Zoom,2023-04-27 12:00:00,100,2023-04-20 10:00:00
1221,8,2023-05-04 10:00:00,Local Library,2023-05-04 12:00:00,100,2023-04-27 10:00:00
1222,8,2023-06-08 10:00:00,Art Studio 2,2023-06-08 12:00:00,100,2023-06-01 10:00:00
1223,8,2023-07-13 10:00:00,Local Library,2023-07-13 12:00:00,100,2023-07-06 10:00:00
1224,8,2023-08-17 10:00:00,Ella Rises HQ,2023-08-17 12:00:00,100,2023-08-10 10:00:00
1225,8,2023-08-31 10:00:00,Ella Rises HQ,2023-08-31 12:00:00,100,2023-08-24 10:00:00
1226,8,2023-09-21 10:00:00,Ella Rises HQ,2023-09-21 12:00:00,100,2023-09-14 10:00:00
1227,8,2023-10-05 10:00:00,Local Library,2023-10-05 12:00:00,100,2023-09-28 10:00:00
1228,8,2023-11-23 10:00:00,Ella Rises HQ,2023-11-23 12:00:00,100,2023-11-16 10:00:00
1229,8,2023-12-21 10:00:00,Ella Rises HQ,2023-12-21 12:00:00,100,2023-12-14 10:00:00
1230,8,2024-01-04 10:00:00,Virtual Zoom,2024-01-04 12:00:00,100,2023-12-28 10:00:00
1231,8,2024-01-18 10:00:00,Virtual Zoom,2024-01-18 12:00:00,100,2024-01-11 10:00:00
1232,8,2024-02-15 10:00:00,Virtual Zoom,2024-02-15 12:00:00,100,2024-02-08 10:00:00
1233,8,2024-02-22 10:00:00,Community Center Room A,2024-02-22 12:00:00,100,2024-02-15 10:00:00
1234,8,2024-02-29 10:00:00,Community Center Room A,2024-02-29 12:00:00,100,2024-02-22 10:00:00
1235,8,2024-03-07 10:00:00,Art Studio 2,2024-03-07 12:00:00,100,2024-02-29 10:00:00
1236,8,2024-04-04 10:00:00,Virtual Zoom,2024-04-04 12:00:00,100,2024-03-28 10:00:00
1237,8,2024-05-16 10:00:00,Art Studio 2,2024-05-16 12:00:00,100,2024-05-09 10:00:00
1238,8,2024-05-30 10:00:00,Community Center Room A,2024-05-30 12:00:00,100,2024-05-23 10:00:00
1239,8,2024-06-13 10:00:00,Local Library,2024-06-13 12:00:00,100,2024-06-06 10:00:00
1240,8,2024-06-20 10:00:00,Local Library,2024-06-20 12:00:00,100,2024-06-13 10:00:00
1241,8,2024-07-18 10:00:00,Community Center Room A,2024-07-18 12:00:00,100,2024-07-11 10:00:00
1242,8,2024-07-25 10:00:00,Ella Rises HQ,2024-07-25 12:00:00,100,2024-07-18 10:00:00
1243,8,2024-08-15 10:00:00,Ella Rises HQ,2024-08-15 12:00:00,100,2024-08-08 10:00:00
1244,8,2024-09-26 10:00:00,Ella Rises HQ,2024-09-26 12:00:00,100,2024-09-19 10:00:00
1245,8,2024-10-03 10:00:00,Local Library,2024-10-03 12:00:00,100,2024-09-26 10:00:00
1246,8,2024-10-24 10:00:00,Ella Rises HQ,2024-10-24 12:00:00,100,2024-10-17 10:00:00
1247,8,2024-11-07 10:00:00,Local Library,2024-11-07 12:00:00,100,2024-10-31 10:00:00
1248,8,2024-11-21 10:00:00,Community Center Room A,2024-11-21 12:00:00,100,2024-11-14 10:00:00
1249,8,2024-12-12 10:00:00,Virtual Zoom,2024-12-12 12:00:00,100,2024-12-05 10:00:00
1250,8,2024-12-26 10:00:00,Art Studio 2,2024-12-26 12:00:00,100,2024-12-19 10:00:00
1251,8,2025-01-23 10:00:00,Virtual Zoom,2025-01-23 12:00:00,100,2025-01-16 10:00:00
1252,8,2025-03-27 10:00:00,Local Library,2025-03-27 12:00:00,100,2025-03-20 10:00:00
1253,8,2025-05-22 10:00:00,Local Library,2025-05-22 12:00:00,100,2025-05-15 10:00:00
1254,8,2025-06-19 10:00:00,Ella Rises HQ,2025-06-19 12:00:00,100,2025-06-12 10:00:00
1255,8,2025-07-03 10:00:00,Local Library,2025-07-03 12:00:00,100,2025-06-26 10:00:00
1256,8,2025-07-10 10:00:00,Ella Rises HQ,2025-07-10 12:00:00,100,2025-07-03 10:00:00
1257,8,2025-07-31 10:00:00,Ella Rises HQ,2025-07-31 12:00:00,100,2025-07-24 10:00:00
1258,8,2025-08-07 10:00:00,Local Library,2025-08-07 12:00:00,100,2025-07-31 10:00:00
1259,8,2025-10-09 10:00:00,Ella Rises HQ,2025-10-09 12:00:00,100,2025-10-02 10:00:00
1260,8,2025-10-23 10:00:00,Ella Rises HQ,2025-10-23 12:00:00,100,2025-10-16 10:00:00
1261,8,2021-11-12 10:00:00,Community Center Room A,2021-11-12 12:00:00,100,2021-11-05 10:00:00
1262,8,2021-11-26 10:00:00,Local Library,2021-11-26 12:00:00,100,2021-11-19 10:00:00
1263,8,2021-12-10 10:00:00,Local Library,2021-12-10 12:00:00,100,2021-12-03 10:00:00
1264,8,2021-12-31 10:00:00,Ella Rises HQ,2021-12-31 12:00:00,100,2021-12-24 10:00:00
1265,8,2022-01-21 10:00:00,Virtual Zoom,2022-01-21 12:00:00,100,2022-01-14 10:00:00
1266,8,2022-02-11 10:00:00,Local Library,2022-02-11 12:00:00,100,2022-02-04 10:00:00
1267,8,2022-02-25 10:00:00,Community Center Room A,2022-02-25 12:00:00,100,2022-02-18 10:00:00
1268,8,2022-03-18 10:00:00,Local Library,2022-03-18 12:00:00,100,2022-03-11 10:00:00
1269,8,2022-04-01 10:00:00,Art Studio 2,2022-04-01 12:00:00,100,2022-03-25 10:00:00
1270,8,2022-04-08 10:00:00,Virtual Zoom,2022-04-08 12:00:00,100,2022-04-01 10:00:00
1271,8,2022-04-15 10:00:00,Art Studio 2,2022-04-15 12:00:00,100,2022-04-08 10:00:00
1272,8,2022-04-22 10:00:00,Art Studio 2,2022-04-22 12:00:00,100,2022-04-15 10:00:00
1273,8,2022-04-29 10:00:00,Local Library,2022-04-29 12:00:00,100,2022-04-22 10:00:00
1274,8,2022-05-06 10:00:00,Art Studio 2,2022-05-06 12:00:00,100,2022-04-29 10:00:00
1275,8,2022-07-08 10:00:00,Ella Rises HQ,2022-07-08 12:00:00,100,2022-07-01 10:00:00
1276,1,2022-07-15 10:00:00,Art Studio 2,2022-07-15 12:00:00,100,2022-07-08 10:00:00
1277,1,2022-07-29 10:00:00,Community Center Room A,2022-07-29 12:00:00,100,2022-07-22 10:00:00
1278,1,2022-08-26 10:00:00,Virtual Zoom,2022-08-26 12:00:00,100,2022-08-19 10:00:00
1279,1,2022-09-02 10:00:00,Community Center Room A,2022-09-02 12:00:00,100,2022-08-26 10:00:00
1280,1,2022-09-16 10:00:00,Local Library,2022-09-16 12:00:00,100,2022-09-09 10:00:00
1281,1,2022-09-23 10:00:00,Local Library,2022-09-23 12:00:00,100,2022-09-16 10:00:00
1282,1,2022-09-30 10:00:00,Local Library,2022-09-30 12:00:00,100,2022-09-23 10:00:00
1283,1,2022-10-28 10:00:00,Local Library,2022-10-28 12:00:00,100,2022-10-21 10:00:00
1284,1,2022-11-11 10:00:00,Community Center Room A,2022-11-11 12:00:00,100,2022-11-04 10:00:00
1285,1,2022-11-18 10:00:00,Community Center Room A,2022-11-18 12:00:00,100,2022-11-11 10:00:00
1286,1,2022-12-09 10:00:00,Art Studio 2,2022-12-09 12:00:00,100,2022-12-02 10:00:00
1287,1,2022-12-16 10:00:00,Virtual Zoom,2022-12-16 12:00:00,100,2022-12-09 10:00:00
1288,1,2022-12-23 10:00:00,Ella Rises HQ,2022-12-23 12:00:00,100,2022-12-16 10:00:00
1289,1,2023-01-27 10:00:00,Local Library,2023-01-27 12:00:00,100,2023-01-20 10:00:00
1290,1,2023-02-03 10:00:00,Virtual Zoom,2023-02-03 12:00:00,100,2023-01-27 10:00:00
1291,1,2023-02-10 10:00:00,Community Center Room A,2023-02-10 12:00:00,100,2023-02-03 10:00:00
1292,1,2023-03-17 10:00:00,Community Center Room A,2023-03-17 12:00:00,100,2023-03-10 10:00:00
1293,1,2023-06-02 10:00:00,Ella Rises HQ,2023-06-02 12:00:00,100,2023-05-26 10:00:00
1294,1,2023-06-09 10:00:00,Community Center Room A,2023-06-09 12:00:00,100,2023-06-02 10:00:00
1295,1,2023-06-23 10:00:00,Art Studio 2,2023-06-23 12:00:00,100,2023-06-16 10:00:00
1296,1,2023-08-11 10:00:00,Local Library,2023-08-11 12:00:00,100,2023-08-04 10:00:00
1297,1,2023-09-01 10:00:00,Ella Rises HQ,2023-09-01 12:00:00,100,2023-08-25 10:00:00
1298,1,2023-09-29 10:00:00,Art Studio 2,2023-09-29 12:00:00,100,2023-09-22 10:00:00
1299,1,2023-10-20 10:00:00,Community Center Room A,2023-10-20 12:00:00,100,2023-10-13 10:00:00
1300,1,2023-10-27 10:00:00,Ella Rises HQ,2023-10-27 12:00:00,100,2023-10-20 10:00:00
1301,1,2023-11-17 10:00:00,Virtual Zoom,2023-11-17 12:00:00,100,2023-11-10 10:00:00
1302,1,2023-11-24 10:00:00,Local Library,2023-11-24 12:00:00,100,2023-11-17 10:00:00
1303,1,2023-12-22 10:00:00,Virtual Zoom,2023-12-22 12:00:00,100,2023-12-15 10:00:00
1304,1,2024-01-12 10:00:00,Virtual Zoom,2024-01-12 12:00:00,100,2024-01-05 10:00:00
1305,1,2024-01-19 10:00:00,Local Library,2024-01-19 12:00:00,100,2024-01-12 10:00:00
1306,1,2024-01-26 10:00:00,Ella Rises HQ,2024-01-26 12:00:00,100,2024-01-19 10:00:00
1307,3,2024-02-02 10:00:00,Virtual Zoom,2024-02-02 12:00:00,100,2024-01-26 10:00:00
1308,3,2024-02-09 10:00:00,Virtual Zoom,2024-02-09 12:00:00,100,2024-02-02 10:00:00
1309,3,2024-02-16 10:00:00,Virtual Zoom,2024-02-16 12:00:00,100,2024-02-09 10:00:00
